pathimg,pathmsk_s,pathmsk_i
data_generated-512x512/generated_00151_n02-img.jpg,data_generated-512x512/generated_00151_n02-img.jpg-msks.png,data_generated-512x512/generated_00151_n02-img.jpg-mski.png
data_generated-512x512/generated_00869_n02-img.jpg,data_generated-512x512/generated_00869_n02-img.jpg-msks.png,data_generated-512x512/generated_00869_n02-img.jpg-mski.png
data_generated-512x512/generated_00050_n02-img.jpg,data_generated-512x512/generated_00050_n02-img.jpg-msks.png,data_generated-512x512/generated_00050_n02-img.jpg-mski.png
data_generated-512x512/generated_00277_n01-img.jpg,data_generated-512x512/generated_00277_n01-img.jpg-msks.png,data_generated-512x512/generated_00277_n01-img.jpg-mski.png
data_generated-512x512/generated_00349_n02-img.jpg,data_generated-512x512/generated_00349_n02-img.jpg-msks.png,data_generated-512x512/generated_00349_n02-img.jpg-mski.png
data_generated-512x512/generated_00065_n01-img.jpg,data_generated-512x512/generated_00065_n01-img.jpg-msks.png,data_generated-512x512/generated_00065_n01-img.jpg-mski.png
data_generated-512x512/generated_00722_n02-img.jpg,data_generated-512x512/generated_00722_n02-img.jpg-msks.png,data_generated-512x512/generated_00722_n02-img.jpg-mski.png
data_generated-512x512/generated_00631_n02-img.jpg,data_generated-512x512/generated_00631_n02-img.jpg-msks.png,data_generated-512x512/generated_00631_n02-img.jpg-mski.png
data_generated-512x512/generated_00778_n01-img.jpg,data_generated-512x512/generated_00778_n01-img.jpg-msks.png,data_generated-512x512/generated_00778_n01-img.jpg-mski.png
data_generated-512x512/generated_00204_n02-img.jpg,data_generated-512x512/generated_00204_n02-img.jpg-msks.png,data_generated-512x512/generated_00204_n02-img.jpg-mski.png
data_generated-512x512/generated_00616_n01-img.jpg,data_generated-512x512/generated_00616_n01-img.jpg-msks.png,data_generated-512x512/generated_00616_n01-img.jpg-mski.png
data_generated-512x512/generated_00656_n02-img.jpg,data_generated-512x512/generated_00656_n02-img.jpg-msks.png,data_generated-512x512/generated_00656_n02-img.jpg-mski.png
data_generated-512x512/generated_00769_n01-img.jpg,data_generated-512x512/generated_00769_n01-img.jpg-msks.png,data_generated-512x512/generated_00769_n01-img.jpg-mski.png
data_generated-512x512/generated_00662_n01-img.jpg,data_generated-512x512/generated_00662_n01-img.jpg-msks.png,data_generated-512x512/generated_00662_n01-img.jpg-mski.png
data_generated-512x512/generated_00921_n02-img.jpg,data_generated-512x512/generated_00921_n02-img.jpg-msks.png,data_generated-512x512/generated_00921_n02-img.jpg-mski.png
data_generated-512x512/generated_00322_n02-img.jpg,data_generated-512x512/generated_00322_n02-img.jpg-msks.png,data_generated-512x512/generated_00322_n02-img.jpg-mski.png
data_generated-512x512/generated_00723_n02-img.jpg,data_generated-512x512/generated_00723_n02-img.jpg-msks.png,data_generated-512x512/generated_00723_n02-img.jpg-mski.png
data_generated-512x512/generated_00621_n01-img.jpg,data_generated-512x512/generated_00621_n01-img.jpg-msks.png,data_generated-512x512/generated_00621_n01-img.jpg-mski.png
data_generated-512x512/generated_00378_n02-img.jpg,data_generated-512x512/generated_00378_n02-img.jpg-msks.png,data_generated-512x512/generated_00378_n02-img.jpg-mski.png
data_generated-512x512/generated_00755_n02-img.jpg,data_generated-512x512/generated_00755_n02-img.jpg-msks.png,data_generated-512x512/generated_00755_n02-img.jpg-mski.png
data_generated-512x512/generated_00744_n01-img.jpg,data_generated-512x512/generated_00744_n01-img.jpg-msks.png,data_generated-512x512/generated_00744_n01-img.jpg-mski.png
data_generated-512x512/generated_00072_n02-img.jpg,data_generated-512x512/generated_00072_n02-img.jpg-msks.png,data_generated-512x512/generated_00072_n02-img.jpg-mski.png
data_generated-512x512/generated_00876_n01-img.jpg,data_generated-512x512/generated_00876_n01-img.jpg-msks.png,data_generated-512x512/generated_00876_n01-img.jpg-mski.png
data_generated-512x512/generated_00205_n02-img.jpg,data_generated-512x512/generated_00205_n02-img.jpg-msks.png,data_generated-512x512/generated_00205_n02-img.jpg-mski.png
data_generated-512x512/generated_00127_n01-img.jpg,data_generated-512x512/generated_00127_n01-img.jpg-msks.png,data_generated-512x512/generated_00127_n01-img.jpg-mski.png
data_generated-512x512/generated_00382_n02-img.jpg,data_generated-512x512/generated_00382_n02-img.jpg-msks.png,data_generated-512x512/generated_00382_n02-img.jpg-mski.png
data_generated-512x512/generated_00409_n02-img.jpg,data_generated-512x512/generated_00409_n02-img.jpg-msks.png,data_generated-512x512/generated_00409_n02-img.jpg-mski.png
data_generated-512x512/generated_00466_n02-img.jpg,data_generated-512x512/generated_00466_n02-img.jpg-msks.png,data_generated-512x512/generated_00466_n02-img.jpg-mski.png
data_generated-512x512/generated_00232_n02-img.jpg,data_generated-512x512/generated_00232_n02-img.jpg-msks.png,data_generated-512x512/generated_00232_n02-img.jpg-mski.png
data_generated-512x512/generated_00410_n01-img.jpg,data_generated-512x512/generated_00410_n01-img.jpg-msks.png,data_generated-512x512/generated_00410_n01-img.jpg-mski.png
data_generated-512x512/generated_00536_n01-img.jpg,data_generated-512x512/generated_00536_n01-img.jpg-msks.png,data_generated-512x512/generated_00536_n01-img.jpg-mski.png
data_generated-512x512/generated_00209_n02-img.jpg,data_generated-512x512/generated_00209_n02-img.jpg-msks.png,data_generated-512x512/generated_00209_n02-img.jpg-mski.png
data_generated-512x512/generated_00388_n01-img.jpg,data_generated-512x512/generated_00388_n01-img.jpg-msks.png,data_generated-512x512/generated_00388_n01-img.jpg-mski.png
data_generated-512x512/generated_00735_n01-img.jpg,data_generated-512x512/generated_00735_n01-img.jpg-msks.png,data_generated-512x512/generated_00735_n01-img.jpg-mski.png
data_generated-512x512/generated_00399_n01-img.jpg,data_generated-512x512/generated_00399_n01-img.jpg-msks.png,data_generated-512x512/generated_00399_n01-img.jpg-mski.png
data_generated-512x512/generated_00507_n02-img.jpg,data_generated-512x512/generated_00507_n02-img.jpg-msks.png,data_generated-512x512/generated_00507_n02-img.jpg-mski.png
data_generated-512x512/generated_00834_n01-img.jpg,data_generated-512x512/generated_00834_n01-img.jpg-msks.png,data_generated-512x512/generated_00834_n01-img.jpg-mski.png
data_generated-512x512/generated_00670_n02-img.jpg,data_generated-512x512/generated_00670_n02-img.jpg-msks.png,data_generated-512x512/generated_00670_n02-img.jpg-mski.png
data_generated-512x512/generated_00984_n01-img.jpg,data_generated-512x512/generated_00984_n01-img.jpg-msks.png,data_generated-512x512/generated_00984_n01-img.jpg-mski.png
data_generated-512x512/generated_00818_n02-img.jpg,data_generated-512x512/generated_00818_n02-img.jpg-msks.png,data_generated-512x512/generated_00818_n02-img.jpg-mski.png
data_generated-512x512/generated_00032_n02-img.jpg,data_generated-512x512/generated_00032_n02-img.jpg-msks.png,data_generated-512x512/generated_00032_n02-img.jpg-mski.png
data_generated-512x512/generated_00880_n02-img.jpg,data_generated-512x512/generated_00880_n02-img.jpg-msks.png,data_generated-512x512/generated_00880_n02-img.jpg-mski.png
data_generated-512x512/generated_00828_n02-img.jpg,data_generated-512x512/generated_00828_n02-img.jpg-msks.png,data_generated-512x512/generated_00828_n02-img.jpg-mski.png
data_generated-512x512/generated_00773_n01-img.jpg,data_generated-512x512/generated_00773_n01-img.jpg-msks.png,data_generated-512x512/generated_00773_n01-img.jpg-mski.png
data_generated-512x512/generated_00132_n02-img.jpg,data_generated-512x512/generated_00132_n02-img.jpg-msks.png,data_generated-512x512/generated_00132_n02-img.jpg-mski.png
data_generated-512x512/generated_00610_n02-img.jpg,data_generated-512x512/generated_00610_n02-img.jpg-msks.png,data_generated-512x512/generated_00610_n02-img.jpg-mski.png
data_generated-512x512/generated_00392_n01-img.jpg,data_generated-512x512/generated_00392_n01-img.jpg-msks.png,data_generated-512x512/generated_00392_n01-img.jpg-mski.png
data_generated-512x512/generated_00982_n01-img.jpg,data_generated-512x512/generated_00982_n01-img.jpg-msks.png,data_generated-512x512/generated_00982_n01-img.jpg-mski.png
data_generated-512x512/generated_00286_n02-img.jpg,data_generated-512x512/generated_00286_n02-img.jpg-msks.png,data_generated-512x512/generated_00286_n02-img.jpg-mski.png
data_generated-512x512/generated_00067_n02-img.jpg,data_generated-512x512/generated_00067_n02-img.jpg-msks.png,data_generated-512x512/generated_00067_n02-img.jpg-mski.png
data_generated-512x512/generated_00224_n01-img.jpg,data_generated-512x512/generated_00224_n01-img.jpg-msks.png,data_generated-512x512/generated_00224_n01-img.jpg-mski.png
data_generated-512x512/generated_00406_n01-img.jpg,data_generated-512x512/generated_00406_n01-img.jpg-msks.png,data_generated-512x512/generated_00406_n01-img.jpg-mski.png
data_generated-512x512/generated_00381_n01-img.jpg,data_generated-512x512/generated_00381_n01-img.jpg-msks.png,data_generated-512x512/generated_00381_n01-img.jpg-mski.png
data_generated-512x512/generated_00213_n01-img.jpg,data_generated-512x512/generated_00213_n01-img.jpg-msks.png,data_generated-512x512/generated_00213_n01-img.jpg-mski.png
data_generated-512x512/generated_00530_n01-img.jpg,data_generated-512x512/generated_00530_n01-img.jpg-msks.png,data_generated-512x512/generated_00530_n01-img.jpg-mski.png
data_generated-512x512/generated_00103_n01-img.jpg,data_generated-512x512/generated_00103_n01-img.jpg-msks.png,data_generated-512x512/generated_00103_n01-img.jpg-mski.png
data_generated-512x512/generated_00746_n02-img.jpg,data_generated-512x512/generated_00746_n02-img.jpg-msks.png,data_generated-512x512/generated_00746_n02-img.jpg-mski.png
data_generated-512x512/generated_00797_n01-img.jpg,data_generated-512x512/generated_00797_n01-img.jpg-msks.png,data_generated-512x512/generated_00797_n01-img.jpg-mski.png
data_generated-512x512/generated_00799_n02-img.jpg,data_generated-512x512/generated_00799_n02-img.jpg-msks.png,data_generated-512x512/generated_00799_n02-img.jpg-mski.png
data_generated-512x512/generated_00511_n01-img.jpg,data_generated-512x512/generated_00511_n01-img.jpg-msks.png,data_generated-512x512/generated_00511_n01-img.jpg-mski.png
data_generated-512x512/generated_00134_n02-img.jpg,data_generated-512x512/generated_00134_n02-img.jpg-msks.png,data_generated-512x512/generated_00134_n02-img.jpg-mski.png
data_generated-512x512/generated_00231_n01-img.jpg,data_generated-512x512/generated_00231_n01-img.jpg-msks.png,data_generated-512x512/generated_00231_n01-img.jpg-mski.png
data_generated-512x512/generated_00255_n01-img.jpg,data_generated-512x512/generated_00255_n01-img.jpg-msks.png,data_generated-512x512/generated_00255_n01-img.jpg-mski.png
data_generated-512x512/generated_00462_n02-img.jpg,data_generated-512x512/generated_00462_n02-img.jpg-msks.png,data_generated-512x512/generated_00462_n02-img.jpg-mski.png
data_generated-512x512/generated_00943_n01-img.jpg,data_generated-512x512/generated_00943_n01-img.jpg-msks.png,data_generated-512x512/generated_00943_n01-img.jpg-mski.png
data_generated-512x512/generated_00768_n02-img.jpg,data_generated-512x512/generated_00768_n02-img.jpg-msks.png,data_generated-512x512/generated_00768_n02-img.jpg-mski.png
data_generated-512x512/generated_00920_n01-img.jpg,data_generated-512x512/generated_00920_n01-img.jpg-msks.png,data_generated-512x512/generated_00920_n01-img.jpg-mski.png
data_generated-512x512/generated_00180_n01-img.jpg,data_generated-512x512/generated_00180_n01-img.jpg-msks.png,data_generated-512x512/generated_00180_n01-img.jpg-mski.png
data_generated-512x512/generated_00328_n02-img.jpg,data_generated-512x512/generated_00328_n02-img.jpg-msks.png,data_generated-512x512/generated_00328_n02-img.jpg-mski.png
data_generated-512x512/generated_00098_n01-img.jpg,data_generated-512x512/generated_00098_n01-img.jpg-msks.png,data_generated-512x512/generated_00098_n01-img.jpg-mski.png
data_generated-512x512/generated_00980_n02-img.jpg,data_generated-512x512/generated_00980_n02-img.jpg-msks.png,data_generated-512x512/generated_00980_n02-img.jpg-mski.png
data_generated-512x512/generated_00456_n02-img.jpg,data_generated-512x512/generated_00456_n02-img.jpg-msks.png,data_generated-512x512/generated_00456_n02-img.jpg-mski.png
data_generated-512x512/generated_00646_n01-img.jpg,data_generated-512x512/generated_00646_n01-img.jpg-msks.png,data_generated-512x512/generated_00646_n01-img.jpg-mski.png
data_generated-512x512/generated_00491_n01-img.jpg,data_generated-512x512/generated_00491_n01-img.jpg-msks.png,data_generated-512x512/generated_00491_n01-img.jpg-mski.png
data_generated-512x512/generated_00084_n01-img.jpg,data_generated-512x512/generated_00084_n01-img.jpg-msks.png,data_generated-512x512/generated_00084_n01-img.jpg-mski.png
data_generated-512x512/generated_00461_n01-img.jpg,data_generated-512x512/generated_00461_n01-img.jpg-msks.png,data_generated-512x512/generated_00461_n01-img.jpg-mski.png
data_generated-512x512/generated_00962_n01-img.jpg,data_generated-512x512/generated_00962_n01-img.jpg-msks.png,data_generated-512x512/generated_00962_n01-img.jpg-mski.png
data_generated-512x512/generated_00850_n01-img.jpg,data_generated-512x512/generated_00850_n01-img.jpg-msks.png,data_generated-512x512/generated_00850_n01-img.jpg-mski.png
data_generated-512x512/generated_00365_n01-img.jpg,data_generated-512x512/generated_00365_n01-img.jpg-msks.png,data_generated-512x512/generated_00365_n01-img.jpg-mski.png
data_generated-512x512/generated_00006_n02-img.jpg,data_generated-512x512/generated_00006_n02-img.jpg-msks.png,data_generated-512x512/generated_00006_n02-img.jpg-mski.png
data_generated-512x512/generated_00750_n01-img.jpg,data_generated-512x512/generated_00750_n01-img.jpg-msks.png,data_generated-512x512/generated_00750_n01-img.jpg-mski.png
data_generated-512x512/generated_00247_n02-img.jpg,data_generated-512x512/generated_00247_n02-img.jpg-msks.png,data_generated-512x512/generated_00247_n02-img.jpg-mski.png
data_generated-512x512/generated_00182_n01-img.jpg,data_generated-512x512/generated_00182_n01-img.jpg-msks.png,data_generated-512x512/generated_00182_n01-img.jpg-mski.png
data_generated-512x512/generated_00937_n01-img.jpg,data_generated-512x512/generated_00937_n01-img.jpg-msks.png,data_generated-512x512/generated_00937_n01-img.jpg-mski.png
data_generated-512x512/generated_00109_n01-img.jpg,data_generated-512x512/generated_00109_n01-img.jpg-msks.png,data_generated-512x512/generated_00109_n01-img.jpg-mski.png
data_generated-512x512/generated_00676_n01-img.jpg,data_generated-512x512/generated_00676_n01-img.jpg-msks.png,data_generated-512x512/generated_00676_n01-img.jpg-mski.png
data_generated-512x512/generated_00375_n02-img.jpg,data_generated-512x512/generated_00375_n02-img.jpg-msks.png,data_generated-512x512/generated_00375_n02-img.jpg-mski.png
data_generated-512x512/generated_00897_n01-img.jpg,data_generated-512x512/generated_00897_n01-img.jpg-msks.png,data_generated-512x512/generated_00897_n01-img.jpg-mski.png
data_generated-512x512/generated_00565_n02-img.jpg,data_generated-512x512/generated_00565_n02-img.jpg-msks.png,data_generated-512x512/generated_00565_n02-img.jpg-mski.png
data_generated-512x512/generated_00638_n02-img.jpg,data_generated-512x512/generated_00638_n02-img.jpg-msks.png,data_generated-512x512/generated_00638_n02-img.jpg-mski.png
data_generated-512x512/generated_00942_n01-img.jpg,data_generated-512x512/generated_00942_n01-img.jpg-msks.png,data_generated-512x512/generated_00942_n01-img.jpg-mski.png
data_generated-512x512/generated_00485_n02-img.jpg,data_generated-512x512/generated_00485_n02-img.jpg-msks.png,data_generated-512x512/generated_00485_n02-img.jpg-mski.png
data_generated-512x512/generated_00570_n01-img.jpg,data_generated-512x512/generated_00570_n01-img.jpg-msks.png,data_generated-512x512/generated_00570_n01-img.jpg-mski.png
data_generated-512x512/generated_00837_n01-img.jpg,data_generated-512x512/generated_00837_n01-img.jpg-msks.png,data_generated-512x512/generated_00837_n01-img.jpg-mski.png
data_generated-512x512/generated_00234_n02-img.jpg,data_generated-512x512/generated_00234_n02-img.jpg-msks.png,data_generated-512x512/generated_00234_n02-img.jpg-mski.png
data_generated-512x512/generated_00051_n02-img.jpg,data_generated-512x512/generated_00051_n02-img.jpg-msks.png,data_generated-512x512/generated_00051_n02-img.jpg-mski.png
data_generated-512x512/generated_00644_n01-img.jpg,data_generated-512x512/generated_00644_n01-img.jpg-msks.png,data_generated-512x512/generated_00644_n01-img.jpg-mski.png
data_generated-512x512/generated_00087_n01-img.jpg,data_generated-512x512/generated_00087_n01-img.jpg-msks.png,data_generated-512x512/generated_00087_n01-img.jpg-mski.png
data_generated-512x512/generated_00606_n02-img.jpg,data_generated-512x512/generated_00606_n02-img.jpg-msks.png,data_generated-512x512/generated_00606_n02-img.jpg-mski.png
data_generated-512x512/generated_00801_n02-img.jpg,data_generated-512x512/generated_00801_n02-img.jpg-msks.png,data_generated-512x512/generated_00801_n02-img.jpg-mski.png
data_generated-512x512/generated_00156_n01-img.jpg,data_generated-512x512/generated_00156_n01-img.jpg-msks.png,data_generated-512x512/generated_00156_n01-img.jpg-mski.png
data_generated-512x512/generated_00021_n01-img.jpg,data_generated-512x512/generated_00021_n01-img.jpg-msks.png,data_generated-512x512/generated_00021_n01-img.jpg-mski.png
data_generated-512x512/generated_00159_n02-img.jpg,data_generated-512x512/generated_00159_n02-img.jpg-msks.png,data_generated-512x512/generated_00159_n02-img.jpg-mski.png
data_generated-512x512/generated_00524_n02-img.jpg,data_generated-512x512/generated_00524_n02-img.jpg-msks.png,data_generated-512x512/generated_00524_n02-img.jpg-mski.png
data_generated-512x512/generated_00817_n02-img.jpg,data_generated-512x512/generated_00817_n02-img.jpg-msks.png,data_generated-512x512/generated_00817_n02-img.jpg-mski.png
data_generated-512x512/generated_00111_n02-img.jpg,data_generated-512x512/generated_00111_n02-img.jpg-msks.png,data_generated-512x512/generated_00111_n02-img.jpg-mski.png
data_generated-512x512/generated_00464_n02-img.jpg,data_generated-512x512/generated_00464_n02-img.jpg-msks.png,data_generated-512x512/generated_00464_n02-img.jpg-mski.png
data_generated-512x512/generated_00219_n01-img.jpg,data_generated-512x512/generated_00219_n01-img.jpg-msks.png,data_generated-512x512/generated_00219_n01-img.jpg-mski.png
data_generated-512x512/generated_00493_n01-img.jpg,data_generated-512x512/generated_00493_n01-img.jpg-msks.png,data_generated-512x512/generated_00493_n01-img.jpg-mski.png
data_generated-512x512/generated_00732_n02-img.jpg,data_generated-512x512/generated_00732_n02-img.jpg-msks.png,data_generated-512x512/generated_00732_n02-img.jpg-mski.png
data_generated-512x512/generated_00702_n02-img.jpg,data_generated-512x512/generated_00702_n02-img.jpg-msks.png,data_generated-512x512/generated_00702_n02-img.jpg-mski.png
data_generated-512x512/generated_00238_n02-img.jpg,data_generated-512x512/generated_00238_n02-img.jpg-msks.png,data_generated-512x512/generated_00238_n02-img.jpg-mski.png
data_generated-512x512/generated_00995_n02-img.jpg,data_generated-512x512/generated_00995_n02-img.jpg-msks.png,data_generated-512x512/generated_00995_n02-img.jpg-mski.png
data_generated-512x512/generated_00284_n02-img.jpg,data_generated-512x512/generated_00284_n02-img.jpg-msks.png,data_generated-512x512/generated_00284_n02-img.jpg-mski.png
data_generated-512x512/generated_00414_n02-img.jpg,data_generated-512x512/generated_00414_n02-img.jpg-msks.png,data_generated-512x512/generated_00414_n02-img.jpg-mski.png
data_generated-512x512/generated_00613_n01-img.jpg,data_generated-512x512/generated_00613_n01-img.jpg-msks.png,data_generated-512x512/generated_00613_n01-img.jpg-mski.png
data_generated-512x512/generated_00712_n02-img.jpg,data_generated-512x512/generated_00712_n02-img.jpg-msks.png,data_generated-512x512/generated_00712_n02-img.jpg-mski.png
data_generated-512x512/generated_00707_n01-img.jpg,data_generated-512x512/generated_00707_n01-img.jpg-msks.png,data_generated-512x512/generated_00707_n01-img.jpg-mski.png
data_generated-512x512/generated_00453_n02-img.jpg,data_generated-512x512/generated_00453_n02-img.jpg-msks.png,data_generated-512x512/generated_00453_n02-img.jpg-mski.png
data_generated-512x512/generated_00759_n02-img.jpg,data_generated-512x512/generated_00759_n02-img.jpg-msks.png,data_generated-512x512/generated_00759_n02-img.jpg-mski.png
data_generated-512x512/generated_00664_n01-img.jpg,data_generated-512x512/generated_00664_n01-img.jpg-msks.png,data_generated-512x512/generated_00664_n01-img.jpg-mski.png
data_generated-512x512/generated_00720_n01-img.jpg,data_generated-512x512/generated_00720_n01-img.jpg-msks.png,data_generated-512x512/generated_00720_n01-img.jpg-mski.png
data_generated-512x512/generated_00055_n01-img.jpg,data_generated-512x512/generated_00055_n01-img.jpg-msks.png,data_generated-512x512/generated_00055_n01-img.jpg-mski.png
data_generated-512x512/generated_00430_n02-img.jpg,data_generated-512x512/generated_00430_n02-img.jpg-msks.png,data_generated-512x512/generated_00430_n02-img.jpg-mski.png
data_generated-512x512/generated_00508_n01-img.jpg,data_generated-512x512/generated_00508_n01-img.jpg-msks.png,data_generated-512x512/generated_00508_n01-img.jpg-mski.png
data_generated-512x512/generated_00584_n01-img.jpg,data_generated-512x512/generated_00584_n01-img.jpg-msks.png,data_generated-512x512/generated_00584_n01-img.jpg-mski.png
data_generated-512x512/generated_00060_n01-img.jpg,data_generated-512x512/generated_00060_n01-img.jpg-msks.png,data_generated-512x512/generated_00060_n01-img.jpg-mski.png
data_generated-512x512/generated_00946_n02-img.jpg,data_generated-512x512/generated_00946_n02-img.jpg-msks.png,data_generated-512x512/generated_00946_n02-img.jpg-mski.png
data_generated-512x512/generated_00945_n02-img.jpg,data_generated-512x512/generated_00945_n02-img.jpg-msks.png,data_generated-512x512/generated_00945_n02-img.jpg-mski.png
data_generated-512x512/generated_00772_n02-img.jpg,data_generated-512x512/generated_00772_n02-img.jpg-msks.png,data_generated-512x512/generated_00772_n02-img.jpg-mski.png
data_generated-512x512/generated_00121_n01-img.jpg,data_generated-512x512/generated_00121_n01-img.jpg-msks.png,data_generated-512x512/generated_00121_n01-img.jpg-mski.png
data_generated-512x512/generated_00166_n01-img.jpg,data_generated-512x512/generated_00166_n01-img.jpg-msks.png,data_generated-512x512/generated_00166_n01-img.jpg-mski.png
data_generated-512x512/generated_00609_n01-img.jpg,data_generated-512x512/generated_00609_n01-img.jpg-msks.png,data_generated-512x512/generated_00609_n01-img.jpg-mski.png
data_generated-512x512/generated_00548_n01-img.jpg,data_generated-512x512/generated_00548_n01-img.jpg-msks.png,data_generated-512x512/generated_00548_n01-img.jpg-mski.png
data_generated-512x512/generated_00742_n02-img.jpg,data_generated-512x512/generated_00742_n02-img.jpg-msks.png,data_generated-512x512/generated_00742_n02-img.jpg-mski.png
data_generated-512x512/generated_00296_n02-img.jpg,data_generated-512x512/generated_00296_n02-img.jpg-msks.png,data_generated-512x512/generated_00296_n02-img.jpg-mski.png
data_generated-512x512/generated_00947_n02-img.jpg,data_generated-512x512/generated_00947_n02-img.jpg-msks.png,data_generated-512x512/generated_00947_n02-img.jpg-mski.png
data_generated-512x512/generated_00269_n02-img.jpg,data_generated-512x512/generated_00269_n02-img.jpg-msks.png,data_generated-512x512/generated_00269_n02-img.jpg-mski.png
data_generated-512x512/generated_00396_n02-img.jpg,data_generated-512x512/generated_00396_n02-img.jpg-msks.png,data_generated-512x512/generated_00396_n02-img.jpg-mski.png
data_generated-512x512/generated_00307_n02-img.jpg,data_generated-512x512/generated_00307_n02-img.jpg-msks.png,data_generated-512x512/generated_00307_n02-img.jpg-mski.png
data_generated-512x512/generated_00316_n02-img.jpg,data_generated-512x512/generated_00316_n02-img.jpg-msks.png,data_generated-512x512/generated_00316_n02-img.jpg-mski.png
data_generated-512x512/generated_00830_n01-img.jpg,data_generated-512x512/generated_00830_n01-img.jpg-msks.png,data_generated-512x512/generated_00830_n01-img.jpg-mski.png
data_generated-512x512/generated_00578_n02-img.jpg,data_generated-512x512/generated_00578_n02-img.jpg-msks.png,data_generated-512x512/generated_00578_n02-img.jpg-mski.png
data_generated-512x512/generated_00925_n01-img.jpg,data_generated-512x512/generated_00925_n01-img.jpg-msks.png,data_generated-512x512/generated_00925_n01-img.jpg-mski.png
data_generated-512x512/generated_00374_n01-img.jpg,data_generated-512x512/generated_00374_n01-img.jpg-msks.png,data_generated-512x512/generated_00374_n01-img.jpg-mski.png
data_generated-512x512/generated_00360_n02-img.jpg,data_generated-512x512/generated_00360_n02-img.jpg-msks.png,data_generated-512x512/generated_00360_n02-img.jpg-mski.png
data_generated-512x512/generated_00642_n01-img.jpg,data_generated-512x512/generated_00642_n01-img.jpg-msks.png,data_generated-512x512/generated_00642_n01-img.jpg-mski.png
data_generated-512x512/generated_00806_n01-img.jpg,data_generated-512x512/generated_00806_n01-img.jpg-msks.png,data_generated-512x512/generated_00806_n01-img.jpg-mski.png
data_generated-512x512/generated_00332_n02-img.jpg,data_generated-512x512/generated_00332_n02-img.jpg-msks.png,data_generated-512x512/generated_00332_n02-img.jpg-mski.png
data_generated-512x512/generated_00593_n01-img.jpg,data_generated-512x512/generated_00593_n01-img.jpg-msks.png,data_generated-512x512/generated_00593_n01-img.jpg-mski.png
data_generated-512x512/generated_00270_n01-img.jpg,data_generated-512x512/generated_00270_n01-img.jpg-msks.png,data_generated-512x512/generated_00270_n01-img.jpg-mski.png
data_generated-512x512/generated_00267_n02-img.jpg,data_generated-512x512/generated_00267_n02-img.jpg-msks.png,data_generated-512x512/generated_00267_n02-img.jpg-mski.png
data_generated-512x512/generated_00793_n01-img.jpg,data_generated-512x512/generated_00793_n01-img.jpg-msks.png,data_generated-512x512/generated_00793_n01-img.jpg-mski.png
data_generated-512x512/generated_00976_n01-img.jpg,data_generated-512x512/generated_00976_n01-img.jpg-msks.png,data_generated-512x512/generated_00976_n01-img.jpg-mski.png
data_generated-512x512/generated_00123_n02-img.jpg,data_generated-512x512/generated_00123_n02-img.jpg-msks.png,data_generated-512x512/generated_00123_n02-img.jpg-mski.png
data_generated-512x512/generated_00930_n02-img.jpg,data_generated-512x512/generated_00930_n02-img.jpg-msks.png,data_generated-512x512/generated_00930_n02-img.jpg-mski.png
data_generated-512x512/generated_00936_n02-img.jpg,data_generated-512x512/generated_00936_n02-img.jpg-msks.png,data_generated-512x512/generated_00936_n02-img.jpg-mski.png
data_generated-512x512/generated_00686_n02-img.jpg,data_generated-512x512/generated_00686_n02-img.jpg-msks.png,data_generated-512x512/generated_00686_n02-img.jpg-mski.png
data_generated-512x512/generated_00450_n01-img.jpg,data_generated-512x512/generated_00450_n01-img.jpg-msks.png,data_generated-512x512/generated_00450_n01-img.jpg-mski.png
data_generated-512x512/generated_00122_n02-img.jpg,data_generated-512x512/generated_00122_n02-img.jpg-msks.png,data_generated-512x512/generated_00122_n02-img.jpg-mski.png
data_generated-512x512/generated_00195_n01-img.jpg,data_generated-512x512/generated_00195_n01-img.jpg-msks.png,data_generated-512x512/generated_00195_n01-img.jpg-mski.png
data_generated-512x512/generated_00866_n02-img.jpg,data_generated-512x512/generated_00866_n02-img.jpg-msks.png,data_generated-512x512/generated_00866_n02-img.jpg-mski.png
data_generated-512x512/generated_00101_n01-img.jpg,data_generated-512x512/generated_00101_n01-img.jpg-msks.png,data_generated-512x512/generated_00101_n01-img.jpg-mski.png
data_generated-512x512/generated_00245_n02-img.jpg,data_generated-512x512/generated_00245_n02-img.jpg-msks.png,data_generated-512x512/generated_00245_n02-img.jpg-mski.png
data_generated-512x512/generated_00810_n01-img.jpg,data_generated-512x512/generated_00810_n01-img.jpg-msks.png,data_generated-512x512/generated_00810_n01-img.jpg-mski.png
data_generated-512x512/generated_00133_n02-img.jpg,data_generated-512x512/generated_00133_n02-img.jpg-msks.png,data_generated-512x512/generated_00133_n02-img.jpg-mski.png
data_generated-512x512/generated_00663_n01-img.jpg,data_generated-512x512/generated_00663_n01-img.jpg-msks.png,data_generated-512x512/generated_00663_n01-img.jpg-mski.png
data_generated-512x512/generated_00112_n02-img.jpg,data_generated-512x512/generated_00112_n02-img.jpg-msks.png,data_generated-512x512/generated_00112_n02-img.jpg-mski.png
data_generated-512x512/generated_00816_n02-img.jpg,data_generated-512x512/generated_00816_n02-img.jpg-msks.png,data_generated-512x512/generated_00816_n02-img.jpg-mski.png
data_generated-512x512/generated_00643_n02-img.jpg,data_generated-512x512/generated_00643_n02-img.jpg-msks.png,data_generated-512x512/generated_00643_n02-img.jpg-mski.png
